ID,Sana,Xizmat_turi,Sektor,Mintaqa,Kredit_ball,Yosh,Tajriba_yil,DSR,Joriy_kreditlar,Oldingi_default,Garov_sifati,Mulk_turi,LTV,Leverage,Foyda_stavkasi,Muddat_oy,Garov_qiymati_UZS,Moliyalash_UZS,Likvidlik,Kapital_ulushi,Sharia_audit,Gharar_darajasi,Maysir_ekspozitsiyasi,Halal_sertifikat,PLS_ulushi,Sharia_maslahatlari,Ijara_sertifikat,Sukuk_daraja,Volatillik,Inflyatsiya,YIM_osish,Valyuta_tebranishi,Sektor_osish,Bank_indeksi,Likvidlik_muhiti,Credit_LTV_ratio,Gharar_maysir,Risk_adj_ret,DSR_LTV,Macro_stress,Prev_default_rate,Sharia_adj_signal,PD,LGD,EAD_UZS,EL_UZS,VaR_95_kunlik,Sharpe_nisbati,Default
TXN-2023-1521,2023-02-20,Murabaha,Savdo,Buxoro,614,57,19.0,0.3693,1,1,4,Moliyaviy aktiv,0.6079,5.562,0.0945,60,323307200,89815552,0.9516,0.3595,0.9133,0.2191,0.0577,1,0.4351,1,0,,0.1378,0.0871,0.0511,0.1515,0.0899,0.934,0.6968,1008.3828,0.2767,0.6811,0.2245,0.1874,0.999,0.6606,0.0384,0.45,89815552,1552947,-0.0143,-0.2573,0
TXN-2024-1522,2024-05-08,Sukuk,Qishloq xo'jaligi,Andijon,639,41,12.1,0.5768,1,0,3,Ko'chmas mulk,0.6576,5.775,0.0866,48,603259066,191500365,0.4758,0.3143,0.9498,0.2302,0.0334,1,0.1922,1,0,A,0.0669,0.05,0.0273,0.25,0.0944,0.9657,0.6603,970.2464,0.2636,1.2756,0.3793,0.2727,0.0,0.6994,0.0242,0.28,191500365,1295774,-0.0069,-0.6481,0
TXN-2023-1523,2023-12-23,Murabaha,Qurilish,Samarqand,559,53,0.5,0.5221,4,1,4,Sanoat uskunasi,0.7283,0.635,0.0986,24,251968473,277384274,0.6186,0.414,0.7099,0.29,0.147,1,0.4005,1,0,,0.1271,0.0688,0.0742,0.25,0.074,0.9547,0.466,766.4908,0.437,0.7698,0.3803,0.2447,0.2499,0.3997,0.1663,0.45,277384274,20756014,-0.0132,-0.247,1
TXN-2022-1524,2022-08-27,Murabaha,Savdo,Buxoro,601,32,2.9,0.4323,1,0,3,Boshqa,0.5489,3.493,0.1018,48,65727243,223370232,0.4882,0.234,0.8143,0.1618,0.064,1,0.7369,2,0,,0.1039,0.14,0.0624,0.0638,0.0675,1.0576,0.3095,1092.9868,0.2258,0.9702,0.2373,0.1414,0.0,0.6304,0.0638,0.45,223370232,6414609,-0.0108,-0.2713,0
TXN-2023-1525,2023-07-19,Musharaka,Ishlab chiqarish,Boshqa,775,30,10.2,0.5887,2,0,4,Ko'chmas mulk,0.5626,0.271,0.2263,48,306548275,144352342,0.6566,0.3735,0.6723,0.368,0.0845,1,0.5772,0,0,,0.3359,0.1076,0.0292,0.1115,0.0425,1.0398,0.706,1375.0755,0.4525,0.6718,0.3312,0.1899,0.0,0.3681,0.159,0.6,144352342,13767317,-0.0348,0.2868,0
TXN-2023-1526,2023-11-02,Murabaha,IT,Samarqand,701,38,2.7,0.5487,3,0,4,Transport,0.4839,0.076,0.1382,60,100889391,82094764,0.9151,0.5232,0.7956,0.4025,0.2479,1,0.6818,2,0,,0.0863,0.0777,0.0657,0.25,0.0942,1.0248,0.6754,1445.6593,0.6504,1.5844,0.2655,0.2621,0.0,0.2781,0.0368,0.45,82094764,1358970,-0.0089,0.0956,0
TXN-2024-1527,2024-05-24,Murabaha,Qishloq xo'jaligi,Toshkent,566,42,5.5,0.2619,2,0,3,Ko'chmas mulk,0.4768,4.529,0.2198,12,107589104,265724603,0.9554,0.3256,0.5661,0.1295,0.0515,1,0.1233,2,0,,0.0997,0.0832,0.0486,0.2445,0.049,0.9652,0.3646,1184.6606,0.181,2.1834,0.1249,0.279,0.0,0.4636,0.0687,0.45,265724603,8220543,-0.0103,0.9006,0
TXN-2023-1528,2023-06-01,Murabaha,Qishloq xo'jaligi,Namangan,509,34,5.6,0.2593,2,0,4,Ko'chmas mulk,0.687,0.352,0.1313,24,101088233,390446075,0.9045,0.1208,0.45,0.0993,0.0443,1,0.1653,3,0,,0.109,0.14,0.0517,0.25,0.0889,1.0179,0.5008,739.7779,0.1436,1.1929,0.1782,0.3383,0.0,0.3854,0.1165,0.45,390446075,20472650,-0.0113,0.0116,0
TXN-2021-1529,2021-07-23,Ijara,Xizmat,Boshqa,617,43,2.7,0.2365,2,0,3,Ko'chmas mulk,0.6628,0.42,0.0964,60,373809325,97432946,0.6141,0.3326,0.5197,0.1941,0.3491,1,0.5888,2,0,,0.0983,0.0614,0.0379,0.25,0.0883,1.0722,0.4547,929.5513,0.5431,0.9707,0.1567,0.2735,0.0,0.2374,0.1014,0.35,97432946,3458929,-0.0102,-0.3414,0
TXN-2024-1530,2024-12-08,Musharaka,Ishlab chiqarish,Toshkent,626,41,14.1,0.2791,1,1,5,Sanoat uskunasi,0.5857,2.332,0.1485,36,102371763,65376735,0.5872,0.3658,0.867,0.2845,0.1053,1,0.3308,1,0,,0.285,0.1096,0.0633,0.2057,0.0388,1.0657,0.597,1066.9172,0.3898,0.5195,0.1635,0.252,0.999,0.529,0.1574,0.6,65376735,6172928,-0.0295,0.0651,0
TXN-2021-1531,2021-08-23,Murabaha,Qishloq xo'jaligi,Toshkent,687,28,4.2,0.467,3,1,4,Tovar,0.7408,4.243,0.1338,72,442464125,333003390,0.7392,0.6,0.8956,0.0556,0.1432,1,0.3787,0,0,,0.141,0.05,0.0611,0.0975,0.065,1.0719,0.6369,926.0853,0.1989,0.9425,0.346,0.0863,0.3332,0.7175,0.0258,0.45,333003390,3863156,-0.0146,0.0271,0
TXN-2024-1532,2024-09-02,Musharaka,Qishloq xo'jaligi,Samarqand,599,43,3.8,0.7404,7,0,4,Sanoat uskunasi,0.8339,0.526,0.1987,36,398039725,185865318,0.9104,0.2397,0.7836,0.1933,0.1974,1,0.1026,1,0,,0.1639,0.1277,0.0515,0.25,0.0479,0.9585,0.4316,717.465,0.3907,1.2047,0.6174,0.3263,0.0,0.4774,0.2929,0.6,185865318,32666835,-0.017,0.4191,0
TXN-2024-1533,2024-08-26,Ijara,IT,Buxoro,688,46,30.0,0.4062,5,0,5,Moliyaviy aktiv,0.8622,0.303,0.108,12,145801245,183299876,0.8281,0.3343,0.6275,0.1851,0.2156,1,0.4217,2,1,,0.0844,0.0946,0.0692,0.2141,0.1061,1.0724,0.6841,797.0065,0.4007,1.2642,0.3502,0.2395,0.0,0.3761,0.0294,0.35,183299876,1885518,-0.0087,-0.2607,0
TXN-2024-1534,2024-02-04,Murabaha,Savdo,Toshkent,809,39,4.1,0.4253,0,1,5,Ko'chmas mulk,0.6955,0.201,0.0885,48,326187465,494429123,0.4025,0.587,0.7875,0.4055,0.1475,1,0.2685,2,0,,0.1304,0.0897,0.0639,0.1344,0.0676,1.0494,0.7841,1161.5166,0.553,0.6731,0.2958,0.1602,1000.0,0.352,0.0251,0.45,494429123,5578642,-0.0135,-0.3185,0
TXN-2022-1535,2022-03-17,Murabaha,Savdo,Toshkent,714,49,1.2,0.4984,2,0,4,Ko'chmas mulk,0.6487,0.063,0.1773,36,496148972,42292894,0.6901,0.2126,0.7241,0.2079,0.3498,1,0.5149,3,0,,0.1132,0.1157,0.0282,0.2106,0.0912,0.977,0.5626,1098.9466,0.5577,1.5526,0.3233,0.2981,0.0,0.3203,0.0943,0.45,42292894,1795072,-0.0117,0.4181,0
TXN-2023-1536,2023-05-31,Murabaha,Xizmat,Boshqa,640,25,4.3,0.4845,2,0,2,Ko'chmas mulk,0.5867,0.31,0.1888,36,172533571,127948925,0.6805,0.2394,0.5524,0.034,0.1948,1,0.4189,1,0,,0.1133,0.1042,0.0648,0.25,0.1006,1.057,0.8868,1089.0059,0.2288,1.6512,0.2842,0.2894,0.0,0.426,0.204,0.45,127948925,11747809,-0.0117,0.5185,0
TXN-2023-1537,2023-07-14,Murabaha,Xizmat,Boshqa,629,42,10.1,0.3338,5,0,4,Ko'chmas mulk,0.5376,7.148,0.123,12,512481495,193327144,0.5431,0.3999,0.6301,0.0862,0.0075,1,0.3406,2,0,,0.0787,0.1037,0.0538,0.25,0.0518,0.9883,0.4402,1167.7838,0.0937,1.5424,0.1795,0.3,0.0,0.571,0.0397,0.45,193327144,3458109,-0.0082,-0.0893,0
TXN-2022-1538,2022-04-13,Ijara,Savdo,Toshkent,614,26,9.0,0.3472,2,0,3,Ko'chmas mulk,0.3352,0.25,0.1646,24,270777682,608142598,0.8819,0.1634,0.9542,0.243,0.0403,1,0.4461,3,1,,0.0451,0.099,0.0879,0.25,0.0224,0.9462,0.3908,1826.5076,0.2833,3.5687,0.1164,0.2611,0.0,0.6839,0.0157,0.35,608142598,3343569,-0.0047,0.7661,0
TXN-2023-1539,2023-04-28,Murabaha,Savdo,Namangan,745,26,9.3,0.461,2,0,4,Transport,0.5777,2.276,0.1198,24,161814357,143388052,0.8981,0.6,0.7295,0.3412,0.0596,1,0.578,2,0,,0.0818,0.1114,0.032,0.25,0.0237,1.0915,0.6931,1287.3201,0.4008,1.4464,0.2663,0.3294,0.0,0.4371,0.0186,0.45,143388052,1203052,-0.0085,-0.1245,0
TXN-2022-1540,2022-11-26,Musharaka,Ishlab chiqarish,Namangan,591,31,7.4,0.3355,1,0,4,Tovar,0.2928,6.345,0.2426,48,401633346,105805831,0.7981,0.2603,0.6034,0.2011,0.1353,1,0.6118,5,0,,0.2676,0.0977,0.0552,0.25,0.1028,1.1257,0.5364,2011.8938,0.3364,0.9031,0.0982,0.2925,0.0,0.4004,0.1487,0.6,105805831,9438135,-0.0277,0.4206,0
TXN-2023-1541,2023-07-18,Ijara,Xizmat,Andijon,648,28,1.8,0.3572,2,0,4,Boshqa,0.6983,2.471,0.0915,60,158254968,172724645,0.9254,0.4106,0.6911,0.2121,0.0514,1,0.2421,3,1,,0.1059,0.1069,0.0672,0.25,0.0391,1.0316,0.6131,926.6343,0.2635,0.8562,0.2495,0.2897,0.0,0.509,0.0298,0.35,172724645,1800661,-0.011,-0.3635,0
TXN-2023-1542,2023-03-28,Murabaha,Qurilish,Toshkent,649,32,11.9,0.3639,5,0,4,Ko'chmas mulk,0.6301,0.083,0.2349,24,562043857,247558020,0.3797,0.3453,0.8588,0.2643,0.0678,1,0.483,3,0,,0.1036,0.093,0.0641,0.0881,0.0656,0.9246,0.7312,1028.2896,0.3321,2.2452,0.2293,0.117,0.0,0.5736,0.0455,0.45,247558020,5067240,-0.0107,1.0123,0
TXN-2023-1543,2023-05-02,Musharaka,Xizmat,Andijon,602,35,13.4,0.5428,0,0,4,Tovar,0.6349,2.268,0.0745,48,122565972,341956623,0.6649,0.4723,0.9335,0.0569,0.4,1,0.2805,8,0,,0.2444,0.0631,0.0325,0.25,0.0812,1.03,0.6269,946.7606,0.4569,0.3035,0.3446,0.2806,0.0,0.5069,0.1921,0.6,341956623,39413966,-0.0253,-0.2271,0
TXN-2021-1544,2021-07-14,Murabaha,Qishloq xo'jaligi,Toshkent,528,46,1.3,0.3383,0,1,2,Tovar,0.6926,5.834,0.096,72,536801170,415527542,0.9148,0.2092,0.724,0.2059,0.0385,1,0.5264,2,0,,0.0935,0.1271,0.05,0.25,0.0867,0.8697,0.3106,761.1925,0.2445,1.0162,0.2344,0.3271,1000.0,0.547,0.1595,0.45,415527542,29828513,-0.0097,-0.3639,0
TXN-2022-1545,2022-10-03,Sukuk,Qishloq xo'jaligi,Boshqa,672,34,0.8,0.3231,3,0,3,Transport,0.6353,0.974,0.1549,48,278890477,38897873,0.636,0.3515,0.9199,0.2277,0.2221,1,0.5095,1,0,AAA,0.0921,0.1111,0.0763,0.25,0.0277,1.0896,0.6722,1056.0455,0.4498,1.6649,0.2053,0.2848,0.0,0.5061,0.0163,0.28,38897873,177763,-0.0095,0.2709,0
TXN-2023-1546,2023-05-25,Musharaka,Ishlab chiqarish,Boshqa,639,22,22.3,0.6974,2,0,4,Ko'chmas mulk,0.8859,0.941,0.0773,60,375175055,86737765,0.5412,0.6,0.6974,0.4273,0.0569,1,0.6967,5,0,,0.1727,0.1315,0.0456,0.25,0.0335,1.0137,0.7062,720.5059,0.4842,0.4449,0.6178,0.3359,0.0,0.3597,0.4845,0.6,86737765,25213836,-0.0179,-0.305,0
TXN-2022-1547,2022-10-03,Ijara,Savdo,Toshkent,687,49,12.2,0.5186,2,0,3,Boshqa,0.6074,0.715,0.1126,24,193232846,271636143,0.4431,0.4915,0.6351,0.12,0.0856,1,0.7147,3,1,,0.1035,0.1127,0.084,0.2146,0.1143,0.9962,0.7363,1129.22,0.2056,1.0778,0.315,0.2433,0.0,0.5045,0.0722,0.35,271636143,6867246,-0.0107,-0.1684,0
TXN-2024-1548,2024-09-24,Musharaka,Qishloq xo'jaligi,Toshkent,599,29,13.4,0.2935,3,0,4,Sanoat uskunasi,0.2894,1.761,0.1483,12,309535913,178127258,0.596,0.2131,0.6456,0.0823,0.342,1,0.1673,2,0,,0.1851,0.05,0.0328,0.25,0.1092,1.1252,0.8539,2062.7236,0.4243,0.7968,0.085,0.2672,0.0,0.3717,0.1524,0.6,178127258,16293108,-0.0192,0.0988,0
TXN-2022-1549,2022-06-07,Murabaha,Xizmat,Buxoro,748,37,13.0,0.4859,2,0,2,Boshqa,0.525,0.679,0.1412,36,53631785,201293588,0.4471,0.503,0.9008,0.2668,0.2408,0,0.3897,0,0,,0.07,0.0881,0.0641,0.25,0.099,0.892,0.7353,1422.0856,0.5076,1.9889,0.2551,0.2741,0.0,0.4436,0.055,0.45,201293588,4980509,-0.0073,0.1606,0
TXN-2023-1550,2023-02-06,Musharaka,Qishloq xo'jaligi,Samarqand,570,42,4.7,0.3172,2,0,3,Transport,0.3892,3.216,0.1953,48,278971151,95799919,0.6654,0.2899,0.588,0.2135,0.0621,0,0.3872,2,0,,0.3229,0.1048,0.047,0.1933,0.1126,0.9008,0.2,1460.8557,0.2756,0.603,0.1234,0.2511,0.0,0.4259,0.36,0.6,95799919,20692412,-0.0335,0.2022,1
TXN-2021-1551,2021-11-09,Sukuk,Qurilish,Namangan,790,39,6.2,0.7164,4,1,4,Transport,0.4562,2.588,0.094,48,111275537,175644898,0.8842,0.2928,0.8922,0.1097,0.2639,1,0.395,8,0,BBB,0.0604,0.0821,0.0496,0.1338,0.0409,1.0018,0.3959,1727.972,0.3736,1.5326,0.3268,0.1663,0.2499,0.5589,0.0091,0.28,175644898,447185,-0.0063,-0.5958,0
TXN-2024-1552,2024-11-07,Musharaka,Ishlab chiqarish,Toshkent,496,48,4.7,0.2862,0,0,4,Ko'chmas mulk,0.6366,1.28,0.2244,84,383305674,126183241,0.6863,0.5507,0.8706,0.1779,0.2058,1,0.4494,0,0,,0.2418,0.0666,0.0936,0.1726,0.0513,1.1043,0.7309,777.9364,0.3837,0.9244,0.1822,0.1456,0.0,0.5365,0.2054,0.6,126183241,15547431,-0.0251,0.3906,0
TXN-2023-1553,2023-08-30,Ijara,Savdo,Boshqa,681,42,0.5,0.2807,3,0,3,Boshqa,0.5976,3.205,0.1624,48,177524328,206891086,0.6287,0.2037,0.8079,0.2022,0.1312,1,0.3059,2,1,,0.1063,0.1084,0.0717,0.2424,0.0526,1.13,0.6258,1137.6225,0.3334,1.513,0.1677,0.2791,0.0,0.5385,0.0297,0.35,206891086,2147522,-0.011,0.3043,1
TXN-2021-1554,2021-05-18,Sukuk,Qishloq xo'jaligi,Boshqa,685,29,8.2,0.5252,1,1,3,Ko'chmas mulk,0.4442,0.259,0.0855,36,176525209,211876699,0.7639,0.3194,0.7751,0.3727,0.2582,1,0.407,4,0,A,0.0965,0.104,0.0751,0.25,0.078,1.0974,0.7729,1538.5682,0.6309,0.8769,0.2333,0.2789,0.999,0.2861,0.0255,0.28,211876699,1515215,-0.01,-0.4614,0
TXN-2021-1555,2021-07-06,Murabaha,Xizmat,Buxoro,577,59,4.2,0.3288,1,0,1,Ko'chmas mulk,0.6775,3.461,0.0685,60,121701638,186276406,0.739,0.3705,0.45,0.2103,0.0786,1,0.6923,4,0,,0.09,0.0942,0.0567,0.25,0.065,0.9664,0.2,850.4009,0.289,0.7526,0.2227,0.2874,0.0,0.32,0.2789,0.45,186276406,23379405,-0.0093,-0.6831,1
TXN-2021-1556,2021-06-24,Murabaha,Qishloq xo'jaligi,Toshkent,681,39,6.3,0.6061,3,0,1,Transport,0.608,2.309,0.113,24,273260912,179918837,0.716,0.2508,0.7223,0.1154,0.1088,1,0.707,4,0,,0.1285,0.1119,0.074,0.1033,0.0806,1.1511,0.7087,1118.3131,0.2242,0.8729,0.3685,0.1412,0.0,0.5604,0.2458,0.45,179918837,19903093,-0.0133,-0.1321,0
TXN-2021-1557,2021-07-10,Musharaka,Savdo,Buxoro,753,36,4.2,0.4627,2,0,2,Transport,0.4971,2.486,0.198,60,147197307,131797505,0.6896,0.3602,0.7197,0.1278,0.028,1,0.5634,3,0,,0.208,0.1176,0.0651,0.1735,0.0803,1.0864,0.3287,1511.7993,0.1559,0.9475,0.23,0.226,0.0,0.6075,0.1688,0.6,131797505,13350666,-0.0215,0.3269,0
TXN-2023-1558,2023-06-04,Murabaha,Savdo,Samarqand,456,47,4.1,0.5822,3,1,4,Ko'chmas mulk,0.7718,0.167,0.1465,36,237065319,451455428,0.8542,0.3576,0.7363,0.1468,0.2886,0,0.1011,2,0,,0.1023,0.096,0.0783,0.2388,0.0591,0.9166,0.5949,590.0758,0.4355,1.418,0.4493,0.2565,0.3332,0.4157,0.2134,0.45,451455428,43362000,-0.0106,0.1611,0
TXN-2021-1559,2021-07-17,Ijara,Ishlab chiqarish,Namangan,687,40,1.1,0.2991,2,0,5,Sanoat uskunasi,0.597,2.407,0.1465,24,201113939,324753540,0.4089,0.2853,0.6403,0.5,0.206,1,0.695,5,1,,0.0842,0.071,0.0433,0.244,0.0742,0.9157,0.5882,1148.8507,0.706,1.7181,0.1785,0.2718,0.0,0.1883,0.0422,0.35,324753540,4801740,-0.0087,0.1953,0
TXN-2023-1560,2023-02-03,Sukuk,Xizmat,Toshkent,433,41,2.0,0.3399,0,1,3,Transport,0.5714,1.704,0.1466,24,132322639,154285091,0.355,0.4469,0.9237,0.2447,0.2106,1,0.2383,1,0,A,0.0682,0.1061,0.0652,0.0941,0.0127,1.1244,0.3607,756.4482,0.4553,2.1171,0.1942,0.135,1000.0,0.5031,0.0694,0.28,154285091,2999248,-0.0071,0.2429,0
TXN-2021-1561,2021-09-24,Murabaha,Ishlab chiqarish,Buxoro,562,62,1.0,0.1842,2,0,1,Transport,0.8508,1.663,0.1485,120,193803951,270862027,0.8281,0.6,0.7692,0.1428,0.1893,1,0.4166,2,0,,0.132,0.101,0.036,0.25,0.081,0.921,0.6966,659.7635,0.3321,1.1164,0.1567,0.3151,0.0,0.5137,0.1766,0.45,270862027,21524580,-0.0137,0.1399,0
TXN-2024-1562,2024-02-14,Murabaha,Qurilish,Toshkent,783,35,1.3,0.3938,2,0,4,Ko'chmas mulk,0.4113,0.971,0.1237,48,171688471,613670915,0.5252,0.6,0.8755,0.1547,0.1766,0,0.47,0,0,,0.1556,0.0748,0.0446,0.25,0.0844,0.9582,0.8235,1898.9827,0.3313,0.79,0.162,0.2802,0.0,0.5855,0.0167,0.45,613670915,4604548,-0.0161,-0.0402,0
TXN-2021-1563,2021-05-03,Ijara,Qurilish,Samarqand,595,34,21.7,0.4289,2,0,5,Sanoat uskunasi,0.6803,0.019,0.0982,24,437991086,78858547,0.5812,0.3105,0.45,0.1875,0.1442,0,0.2608,1,1,,0.1331,0.0835,0.0579,0.25,0.0582,1.0942,0.7872,873.3348,0.3317,0.7324,0.2918,0.2756,0.0,0.3007,0.0813,0.35,78858547,2243319,-0.0138,-0.239,0
TXN-2024-1564,2024-04-16,Murabaha,Xizmat,Toshkent,545,39,1.0,0.6181,0,0,2,Ko'chmas mulk,0.4504,1.373,0.1325,24,483995801,91047040,0.5267,0.1752,0.9193,0.0315,0.0064,1,0.366,1,0,,0.1785,0.0909,0.0382,0.25,0.0852,1.0407,0.5268,1207.4676,0.0379,0.7383,0.2784,0.3027,0.0,0.8845,0.1397,0.45,91047040,5723595,-0.0185,0.0142,0
TXN-2024-1565,2024-02-25,Ijara,Savdo,Namangan,628,48,1.9,0.1837,2,0,3,Ko'chmas mulk,0.4032,1.281,0.1455,36,110880944,157621322,0.752,0.215,0.8026,0.08,0.1919,1,0.8964,1,1,,0.0829,0.0796,0.0501,0.25,0.0574,1.1098,0.8321,1553.7665,0.2718,1.7346,0.0741,0.2795,0.0,0.5844,0.0147,0.35,157621322,811037,-0.0086,0.1874,0
TXN-2024-1566,2024-02-25,Musharaka,Qurilish,Toshkent,820,22,5.4,0.4868,3,0,2,Sanoat uskunasi,0.5815,1.374,0.1438,12,274817242,184816571,0.4694,0.1472,0.6416,0.1583,0.2266,1,0.5372,1,0,,0.4,0.1088,0.0488,0.25,0.0305,1.0152,0.3849,1407.7279,0.3849,0.3585,0.2831,0.31,0.0,0.3946,0.3151,0.6,184816571,34944129,-0.0415,0.0344,1
TXN-2022-1567,2022-11-07,Ijara,Savdo,Samarqand,489,21,5.7,0.4665,2,0,2,Ko'chmas mulk,0.5383,2.367,0.1379,24,206834307,102108769,0.6633,0.6,0.9575,0.1772,0.1023,0,0.3133,0,1,,0.1009,0.1308,0.1,0.2271,0.0367,1.1066,0.3832,906.7046,0.2795,1.3534,0.2511,0.2579,0.0,0.6898,0.104,0.35,102108769,3717242,-0.0105,0.0782,0
TXN-2024-1568,2024-10-04,Murabaha,Qurilish,Buxoro,555,32,1.0,0.261,1,0,4,Ko'chmas mulk,0.6838,0.891,0.0966,60,144386821,243221727,0.7427,0.6,0.9421,0.0669,0.0622,1,0.806,0,0,,0.1316,0.0854,0.0448,0.25,0.0868,0.8515,0.7392,810.4285,0.1291,0.7287,0.1784,0.2907,0.0,0.8205,0.0421,0.45,243221727,4608474,-0.0136,-0.2537,1
TXN-2021-1569,2021-09-08,Musharaka,Qishloq xo'jaligi,Buxoro,772,21,9.5,0.4419,0,0,5,Sanoat uskunasi,0.8332,0.785,0.1789,60,267054482,140165029,0.66,0.5838,0.7453,0.053,0.175,1,0.2615,3,0,,0.307,0.1037,0.0469,0.25,0.0414,0.9971,0.582,925.4464,0.228,0.5807,0.3682,0.3068,0.0,0.5754,0.1146,0.6,140165029,9639527,-0.0318,0.1592,0
TXN-2023-1570,2023-04-22,Musharaka,Savdo,Buxoro,802,33,9.2,0.4769,0,0,4,Ko'chmas mulk,0.7001,1.722,0.087,120,324223453,318948304,0.7296,0.2498,0.6591,0.4247,0.073,1,0.3436,5,0,,0.238,0.1276,0.0501,0.25,0.0777,1.0549,0.4973,1143.8991,0.4977,0.3642,0.3339,0.3275,0.0,0.3311,0.1724,0.6,318948304,32983123,-0.0247,-0.1804,0
TXN-2022-1571,2022-12-26,Musharaka,Savdo,Namangan,636,43,1.6,0.3794,1,1,5,Ko'chmas mulk,0.4758,2.243,0.1459,12,50000000,92996981,0.6673,0.1939,0.8608,0.1637,0.1082,1,0.6377,2,0,,0.2589,0.1099,0.0714,0.25,0.0654,1.101,0.8592,1333.9316,0.2719,0.5616,0.1805,0.2886,0.999,0.6267,0.0826,0.6,92996981,4608278,-0.0268,0.0616,0
TXN-2024-1572,2024-09-24,Murabaha,Qurilish,Buxoro,539,29,2.0,0.206,2,0,3,Sanoat uskunasi,0.5679,2.094,0.1991,72,447124747,81318340,0.8629,0.5822,0.7572,0.3233,0.0923,1,0.6026,1,0,,0.127,0.1105,0.0729,0.1342,0.0691,0.9373,0.2126,947.5137,0.4156,1.5562,0.117,0.1718,0.0,0.4425,0.0893,0.45,81318340,3266957,-0.0132,0.5444,0
TXN-2023-1573,2023-05-17,Ijara,Qishloq xo'jaligi,Boshqa,823,23,16.7,0.6154,1,0,5,Tovar,0.6835,5.335,0.1278,36,374856349,129449721,0.2861,0.4052,0.7958,0.0234,0.0757,1,0.3675,1,1,,0.0871,0.1059,0.0713,0.25,0.0974,1.0465,0.4123,1202.3489,0.0992,1.4511,0.4206,0.2846,0.0,0.7169,0.0095,0.35,129449721,429004,-0.009,-0.0251,0
TXN-2021-1574,2021-04-16,Sukuk,Qurilish,Toshkent,780,38,10.5,0.65,0,0,3,Tovar,0.5265,3.665,0.0967,36,240858799,133539075,0.5528,0.6,0.7574,0.1019,0.1459,1,0.1281,3,0,AA,0.0793,0.1155,0.0408,0.1263,0.1182,1.0252,0.528,1478.6264,0.2479,1.2035,0.3422,0.201,0.0,0.5696,0.0134,0.28,133539075,502213,-0.0082,-0.4201,0
TXN-2022-1575,2022-08-13,Murabaha,Qishloq xo'jaligi,Samarqand,702,46,7.2,0.222,1,1,2,Transport,0.7796,0.134,0.1508,24,144502066,79280581,0.6849,0.3895,0.6134,0.3544,0.0164,1,0.1626,4,0,,0.0984,0.0904,0.0675,0.25,0.1091,0.9622,0.6487,899.358,0.3708,1.5169,0.173,0.2729,0.999,0.3859,0.1023,0.45,79280581,3651424,-0.0102,0.2115,0
TXN-2024-1576,2024-05-14,Murabaha,Savdo,Buxoro,575,21,0.5,0.0602,3,0,4,Transport,0.3784,2.072,0.1606,120,328210682,159856588,0.3975,0.05,0.8994,0.3135,0.2351,1,0.2733,3,0,,0.1159,0.0907,0.0339,0.1972,0.029,1.0928,0.6001,1515.5866,0.5486,1.3741,0.0228,0.254,0.0,0.406,0.0339,0.45,159856588,2441805,-0.012,0.2639,0
TXN-2022-1577,2022-10-02,Murabaha,Qurilish,Andijon,640,46,3.3,0.2454,0,0,3,Tovar,0.5696,1.352,0.153,120,165184778,93829175,0.2103,0.3508,0.7061,0.1434,0.1712,0,0.602,5,0,,0.1548,0.0885,0.0391,0.25,0.0864,1.0425,0.2715,1121.6181,0.3145,0.9818,0.1398,0.2994,0.0,0.484,0.0694,0.45,93829175,2928296,-0.016,0.1484,1
TXN-2022-1578,2022-12-22,Ijara,Savdo,Samarqand,631,46,4.9,0.4583,1,0,3,Ko'chmas mulk,0.722,1.12,0.1269,60,524246536,561080573,0.3082,0.1392,0.7298,0.1974,0.2021,0,0.6797,4,1,,0.1264,0.1278,0.0806,0.25,0.0512,1.0233,0.763,872.7834,0.3995,0.9955,0.3308,0.2972,0.0,0.4383,0.1037,0.35,561080573,20363316,-0.0131,-0.0249,0
TXN-2021-1579,2021-08-01,Musharaka,IT,Toshkent,673,47,1.2,0.5397,1,0,4,Ko'chmas mulk,0.4605,7.919,0.1202,12,419360797,142352102,0.9387,0.214,0.759,0.2318,0.212,0,0.1943,2,0,,0.1339,0.0989,0.0672,0.25,0.0849,0.9299,0.5235,1458.2066,0.4437,0.8907,0.2485,0.2817,0.0,0.4222,0.1316,0.6,142352102,11237731,-0.0139,-0.0735,0
TXN-2024-1580,2024-03-29,Musharaka,Xizmat,Toshkent,768,50,3.6,0.2569,2,1,3,Sanoat uskunasi,0.5904,1.526,0.0913,60,247580898,192067133,0.5882,0.4631,0.7771,0.4348,0.1205,1,0.5291,3,0,,0.2648,0.1214,0.0288,0.25,0.0432,1.1081,0.3847,1298.5208,0.5553,0.3434,0.1517,0.3426,0.4998,0.3456,0.2131,0.6,192067133,24554906,-0.0274,-0.1463,0
TXN-2023-1581,2023-11-06,Murabaha,Xizmat,Toshkent,719,60,5.5,0.3401,2,0,4,Transport,0.7851,3.177,0.1691,48,150933338,62035935,0.5961,0.3131,0.619,0.1457,0.13,1,0.3338,1,0,,0.1207,0.116,0.0901,0.25,0.0193,1.0367,0.4275,914.6949,0.2757,1.3888,0.267,0.2759,0.0,0.4484,0.0571,0.45,62035935,1595249,-0.0125,0.3235,0
